case,direction,edge_index,context,input_crossing_ns,output_50_delay_ps,slew_20_80_ps
ui5_len30cm_loss1,fall,34,01->00,410.1004258313704,2362.636739074478,201.72650585911674
ui5_len30cm_loss1,rise,35,00->10,420.100447859886,3673.1159465594274,950.7168658967632
ui5_len30cm_loss1,fall,36,01->01,425.10042582843823,2362.6340521498087,201.71076896289753
ui5_len30cm_loss1,rise,37,10->10,430.1004477911997,3670.084755998577,942.1853458403153
ui5_len30cm_loss1,fall,38,01->00,435.10042580460157,2362.745690561379,202.15979266519636
ui5_len30cm_loss1,rise,39,00->10,445.100447909199,3673.049066163042,950.7925315226832
ui5_len30cm_loss1,fall,40,01->00,450.10042582831875,2362.628483909585,201.69710383446372
ui5_len30cm_loss1,rise,41,00->10,470.1004474120785,3672.9845111083664,949.6462406206247
ui5_len30cm_loss1,fall,42,01->00,475.1004258419093,2362.5963529257233,201.7221393775921
ui5_len30cm_loss1,rise,43,00->11,485.1004478675666,3673.090060513693,950.6902218642201
ui5_len30cm_loss1,fall,44,11->00,500.1004258848072,2366.9332547261856,201.89412224517474
ui5_len30cm_loss1,rise,45,00->10,510.1004477967861,3673.1208068458604,950.5502516621196
ui5_len30cm_loss1,fall,46,01->01,515.1004258308574,2362.637094957647,201.72191868029896
ui5_len30cm_loss1,rise,47,10->11,520.1004477915969,3670.0808133670453,942.1980135074621
ui5_len30cm_loss1,fall,48,11->01,530.1004258882224,2366.8963677037295,202.18057559698616
ui5_len30cm_loss1,rise,49,10->10,535.1004477903961,3669.7907896337183,942.5184023572026
ui5_len30cm_loss1,fall,50,01->00,540.1004258034293,2362.7423352339583,202.1880795136408
ui5_len30cm_loss1,rise,51,00->10,555.1004474714593,3672.899942007377,950.4792350923094
ui5_len30cm_loss1,fall,52,01->00,560.1004258458854,2362.609463429054,201.75926732957043
ui5_len30cm_loss1,rise,53,00->11,575.100447586985,3672.8713255582957,950.4521068781048
ui5_len30cm_loss1,fall,54,11->00,585.100425887614,2366.864542695538,202.0871185694342
ui5_len30cm_loss1,rise,55,00->11,595.1004477719284,3673.123592154148,950.5223785032961
ui5_len30cm_loss1,fall,56,11->01,605.1004258890536,2366.8756670788725,202.1201013499035
ui5_len30cm_loss1,rise,57,10->10,610.100447788299,3669.8492358419912,942.4115098636125
ui5_len30cm_loss1,fall,58,01->01,615.1004258028589,2362.7411792816365,202.19568953027766
ui5_len30cm_loss1,rise,59,10->10,620.1004477908525,3670.3161398083603,942.4538788002942
ui5_len30cm_loss1,fall,60,01->01,625.1004258016844,2362.7521143274844,202.17783750104488
ui5_len30cm_loss1,rise,61,10->10,630.1004477921514,3670.316990236957,942.4988041248681
ui5_len30cm_loss1,fall,62,01->00,635.100425801762,2362.7506490569413,202.17905017429266
ui5_len30cm_loss1,rise,63,00->11,670.1004475455061,3673.0008641301574,949.7778471811816
ui5_len30cm_loss1,fall,64,11->01,700.1004258864248,2366.931909880223,201.9150965046608
ui5_len30cm_loss1,rise,65,10->11,705.10044778641,3669.795778931581,942.2826314118431
ui5_len30cm_loss1,fall,66,11->00,730.1004258862921,2366.9304995405078,201.9139886767277
ui5_len30cm_loss1,rise,67,00->11,740.100447795619,3673.1165688248234,950.5528031956661
ui5_len30cm_loss1,fall,68,11->01,760.1004258864084,2366.9310066749094,201.911600526837
ui5_len30cm_loss1,rise,69,10->10,765.1004477864999,3669.801438505779,942.2926298120459
ui5_len30cm_loss1,fall,70,01->01,770.1004258028839,2362.7450503840946,202.21056299631525
ui5_len30cm_loss1,rise,71,10->11,775.1004477907409,3670.312374463048,942.4450973365618
ui5_len30cm_loss1,fall,72,11->00,790.1004258830204,2366.935414456172,201.89530682551603
ui5_len30cm_loss1,rise,73,00->11,810.1004473686924,3672.984936364752,949.6382419751072
ui5_len30cm_loss1,fall,74,11->01,820.1004258881788,2366.8665103166522,202.0812997572773
ui5_len30cm_loss1,rise,75,10->11,825.1004477881447,3669.8437767057526,942.3910752450056
ui5_len30cm_loss1,fall,76,11->01,840.1004258828287,2366.9374522105554,201.8938247745093
ui5_len30cm_loss1,rise,77,10->10,845.1004477859166,3669.8536388068133,942.2848265820057
ui5_len30cm_loss1,fall,78,01->00,850.1004258028545,2362.7447163729576,202.2097983018526
ui5_len30cm_loss1,rise,79,00->11,860.1004479081116,3673.0424220051577,950.7988341794355
ui5_len30cm_loss1,fall,80,11->00,870.1004258899128,2366.8737716528117,202.12258629067261
ui5_len30cm_loss1,rise,81,00->10,885.1004475165787,3672.891668838481,950.4275265562638
ui5_len30cm_loss1,fall,82,01->01,890.1004258453333,2362.609439531713,201.752521032324
ui5_len30cm_loss1,rise,83,10->10,895.1004477927046,3670.1230487010084,942.2661910341677
ui5_len30cm_loss1,fall,84,01->01,900.1004258041161,2362.7499064018525,202.1619197810262
ui5_len30cm_loss1,rise,85,10->11,905.1004477922668,3670.306716056273,942.5057708128876
ui5_len30cm_loss1,fall,86,11->00,915.1004258874462,2366.8899577855013,202.1778117385378
ui5_len30cm_loss1,rise,87,00->10,940.1004474571429,3673.007554579028,949.8344901422839
ui5_len30cm_loss1,fall,88,01->01,945.1004258430141,2362.5951522516502,201.71380067756897
ui5_len30cm_loss1,rise,89,10->11,950.100447792999,3670.1003241322164,942.2396027996554
ui5_len30cm_loss1,fall,90,11->00,970.1004258864401,2366.9291179886895,201.90577280452874
ui5_len30cm_loss1,rise,91,00->11,985.1004474453418,3672.8919983177807,950.4278283852315
ui2_len30cm_loss1,fall,0,11->01,26.10042588082268,2368.708620693752,203.7738049386657
ui2_len30cm_loss1,rise,1,10->11,28.100446135061286,3598.041847193235,994.7787811472359
ui2_len30cm_loss1,fall,2,11->00,38.10042590719768,2368.6929893633483,203.86670827606304
ui2_len30cm_loss1,rise,3,00->11,42.10044831125536,3665.0343245870795,946.4859741805664
ui2_len30cm_loss1,fall,4,11->01,50.10042592315897,2368.475935140687,204.30689228005562
ui2_len30cm_loss1,rise,5,10->10,52.10044614647919,3597.924556416068,nan
ui2_len30cm_loss1,fall,6,01->01,54.10042470875094,2293.8553121225723,nan
ui2_len30cm_loss1,rise,7,10->11,56.10044608465352,3624.483817544996,1002.5558197462436
ui2_len30cm_loss1,fall,8,11->00,62.10042588931536,2365.39094522554,205.11086101066792
ui2_len30cm_loss1,rise,9,00->11,70.10044853476106,3668.093182326512,950.6278014234953
ui2_len30cm_loss1,fall,10,11->01,74.10042577808807,2360.6060614242524,208.7608750841655
ui2_len30cm_loss1,rise,11,10->11,76.10044615088931,3600.8324422407786,996.0936812814085
ui2_len30cm_loss1,fall,12,11->01,82.10042580955546,2365.4897258297674,204.7641012989979
ui2_len30cm_loss1,rise,13,10->10,84.10044620127127,3598.231951194555,nan
ui2_len30cm_loss1,fall,14,01->00,86.10042472550653,2294.0020328303367,nan
ui2_len30cm_loss1,rise,15,00->11,90.10044821922352,3668.159014301011,947.5785679714254
ui2_len30cm_loss1,fall,16,11->00,94.10042585820241,2360.4334901036773,208.2170538842034
ui2_len30cm_loss1,rise,17,00->10,100.10044794616853,3667.435245115154,nan
ui2_len30cm_loss1,fall,18,01->01,102.10042468154326,2284.2900767376004,nan
ui2_len30cm_loss1,rise,19,10->10,104.10044637506155,3628.339321271679,nan
ui2_len30cm_loss1,fall,20,01->01,106.10042471399335,2290.738311946174,nan
ui2_len30cm_loss1,rise,21,10->11,108.10044595539219,3625.4561281929778,1004.8986118605777
ui2_len30cm_loss1,fall,22,11->00,112.10042588640619,2361.548380507323,209.89727442673387
ui2_len30cm_loss1,rise,23,00->10,122.1004476926809,3667.6867481487884,nan
ui2_len30cm_loss1,fall,24,01->01,124.10042465115052,2284.3784987948497,nan
ui2_len30cm_loss1,rise,25,10->11,126.10044632249625,3626.8924449516635,989.803135939508
ui2_len30cm_loss1,fall,26,11->00,134.10042585479331,2368.5943184007924,204.4262233078783
ui2_len30cm_loss1,rise,27,00->11,140.10044793881764,3667.121287691264,955.8752111130577
ui2_len30cm_loss1,fall,28,11->01,146.1004259458973,2365.248207056947,203.24595690935368
ui2_len30cm_loss1,rise,29,10->11,148.10044611197387,3597.4958881021053,996.3300455047776
ui2_len30cm_loss1,fall,30,11->01,152.10042584076436,2361.896022175294,210.09377308982283
ui2_len30cm_loss1,rise,31,10->11,154.10044620571418,3598.516453082843,996.4435175829864
ui2_len30cm_loss1,fall,32,11->00,158.1004258877067,2361.954441702056,210.15477440005998
ui2_len30cm_loss1,rise,33,00->10,162.1004481932,3664.4770020806127,nan
ui2_len30cm_loss1,fall,34,01->00,164.10042479631406,2284.0504716911205,nan
ui2_len30cm_loss1,rise,35,00->10,168.10044815206686,3666.938537264888,nan
ui2_len30cm_loss1,fall,36,01->01,170.1004248492172,2284.4611244244024,nan
ui2_len30cm_loss1,rise,37,10->10,172.1004462754396,3627.035236339799,nan
ui2_len30cm_loss1,fall,38,01->00,174.1004247077736,2290.209272490466,nan
ui2_len30cm_loss1,rise,39,00->10,178.10044821653165,3668.553950894193,nan
ui2_len30cm_loss1,fall,40,01->00,180.10042476724422,2284.267298817962,nan
ui2_len30cm_loss1,rise,41,00->10,188.10044812495784,3668.4445123389683,nan
ui2_len30cm_loss1,fall,42,01->00,190.1004246444726,2284.444156366006,nan
ui2_len30cm_loss1,rise,43,00->11,194.10044809200636,3667.6903391893848,944.7644072070697
ui2_len30cm_loss1,fall,44,11->00,200.10042590154575,2365.5818853053615,203.78755586093925
ui2_len30cm_loss1,rise,45,00->10,204.10044866198118,3665.322911529798,nan
ui2_len30cm_loss1,fall,46,01->01,206.10042475689374,2283.845640011414,nan
ui2_len30cm_loss1,rise,47,10->11,208.10044629180402,3626.935504999229,992.6145262160856
ui2_len30cm_loss1,fall,48,11->01,212.1004259813875,2361.628555521799,209.50490356014157
ui2_len30cm_loss1,rise,49,10->10,214.10044619744764,3597.754170443925,nan
ui2_len30cm_loss1,fall,50,01->00,216.1004246840444,2293.2367610058873,nan
ui2_len30cm_loss1,rise,51,00->10,222.10044787532937,3667.77820434992,nan
ui2_len30cm_loss1,fall,52,01->00,224.1004247123073,2284.1905066644804,nan
ui2_len30cm_loss1,rise,53,00->11,230.10044785191772,3668.9171012617776,953.1954429346126
ui2_len30cm_loss1,fall,54,11->00,234.1004257499546,2361.0006103645605,209.4884641594128
ui2_len30cm_loss1,rise,55,00->11,238.10044792022867,3665.2075748121056,946.1679843349078
ui2_len30cm_loss1,fall,56,11->01,242.10042579566715,2360.647181589405,208.13880157347836
ui2_len30cm_loss1,rise,57,10->10,244.10044621395394,3601.493863903695,nan
ui2_len30cm_loss1,fall,58,01->01,246.10042474778626,2293.221665351355,nan
ui2_len30cm_loss1,rise,59,10->10,248.10044607308203,3624.3640389055236,nan
ui2_len30cm_loss1,fall,60,01->01,250.10042467300792,2288.253553412753,nan
ui2_len30cm_loss1,rise,61,10->10,252.100446085073,3625.5838659771616,nan
ui2_len30cm_loss1,fall,62,01->00,254.10042470862848,2288.108812500653,nan
ui2_len30cm_loss1,rise,63,00->11,268.1004483812572,3667.8160518615487,953.3040137707304
ui2_len30cm_loss1,fall,64,11->01,280.1004258851082,2368.693959223531,203.7738655703594
ui2_len30cm_loss1,rise,65,10->11,282.1004461359266,3597.9777806983293,994.7493037187305
ui2_len30cm_loss1,fall,66,11->00,292.10042590689625,2368.6932282323505,203.8652280047056
ui2_len30cm_loss1,rise,67,00->11,296.1004483140045,3665.0335052432024,946.485320757692
ui2_len30cm_loss1,fall,68,11->01,304.1004259231265,2368.4758092661978,204.30604864199657
ui2_len30cm_loss1,rise,69,10->10,306.10044614650315,3597.924954904862,nan
ui2_len30cm_loss1,fall,70,01->01,308.10042470875106,2293.8551675608624,nan
ui2_len30cm_loss1,rise,71,10->11,310.1004460846479,3624.483812389179,1002.5554287305698
ui2_len30cm_loss1,fall,72,11->00,316.1004258893182,2365.390929233306,205.11087749328055
ui2_len30cm_loss1,rise,73,00->11,324.1004485347624,3668.0931774285705,950.6278049077918
ui2_len30cm_loss1,fall,74,11->01,328.10042577808923,2360.6060623227295,208.76087765888096
ui2_len30cm_loss1,rise,75,10->11,330.10044615088975,3600.8324360796196,996.0936835245503
ui2_len30cm_loss1,fall,76,11->01,336.10042580955553,2365.489724723013,204.76410034247272
ui2_len30cm_loss1,rise,77,10->10,338.10044620127115,3598.2319531060307,nan
ui2_len30cm_loss1,fall,78,01->00,340.10042472550646,2294.0020367787142,nan
ui2_len30cm_loss1,rise,79,00->11,344.1004482192235,3668.1590144734882,947.5785669437892
ui2_len30cm_loss1,fall,80,11->00,348.10042585820236,2360.433489889881,208.2170534711954
ui2_len30cm_loss1,rise,81,00->10,354.10044794616846,3667.4352450797637,nan
ui2_len30cm_loss1,fall,82,01->01,356.10042468154325,2284.2900766623998,nan
ui2_len30cm_loss1,rise,83,10->10,358.10044637506155,3628.339321563879,nan
ui2_len30cm_loss1,fall,84,01->01,360.1004247139934,2290.7383118770877,nan
ui2_len30cm_loss1,rise,85,10->11,362.1004459553922,3625.4561280930016,1004.8986115294672
ui2_len30cm_loss1,fall,86,11->00,366.10042588640613,2361.5483804938503,209.897274407358
ui2_len30cm_loss1,rise,87,00->10,376.1004476926809,3667.6867481493705,nan
ui2_len30cm_loss1,fall,88,01->01,378.10042465115055,2284.378498817693,nan
ui2_len30cm_loss1,rise,89,10->11,380.1004463224962,3626.8924449517426,989.8031359420492
ui2_len30cm_loss1,fall,90,11->00,388.1004258547933,2368.5943184005014,204.42622330846064
ui2_len30cm_loss1,rise,91,00->11,394.10044793881764,3667.1212876913173,955.8752111127931
ui1_len30cm_loss1,fall,0,11->01,13.100425972543661,2368.2921170900418,202.53642261808557
ui1_len30cm_loss1,rise,1,10->11,14.100449748145152,3609.3309418727385,1260.6794910756469
ui1_len30cm_loss1,fall,2,11->00,19.10042589662393,2367.2600907217457,204.51066799696977
ui1_len30cm_loss1,rise,3,00->11,21.10044610042946,3583.208660244037,989.9896897229419
ui1_len30cm_loss1,fall,4,11->01,25.100425889244413,2364.9356498794023,208.82834414090053
ui1_len30cm_loss1,rise,5,10->10,26.100449523493,nan,nan
ui1_len30cm_loss1,fall,6,01->01,27.100420029222125,364.9415099016926,208.82834414090053
ui1_len30cm_loss1,rise,7,10->11,28.100446631884626,3543.6610001547488,3239.9869195377564
ui1_len30cm_loss1,fall,8,11->00,31.100425531259013,2348.537409745496,230.32814722426704
ui1_len30cm_loss1,rise,9,00->11,35.10044785792294,3656.015822757676,nan
ui1_len30cm_loss1,fall,10,11->01,37.100424814251454,2288.3262884306914,nan
ui1_len30cm_loss1,rise,11,10->11,38.100444095749516,656.0195849310943,3925.616479809742
ui1_len30cm_loss1,fall,12,11->01,41.10042547529471,2350.4663133226563,228.31782562938974
ui1_len30cm_loss1,rise,13,10->10,42.10044782376377,nan,-2722.293364449141
ui1_len30cm_loss1,fall,14,01->00,43.100420251940896,350.47153667647655,228.31782562938974
ui1_len30cm_loss1,rise,15,00->11,45.10044662688173,3596.188812420099,nan
ui1_len30cm_loss1,fall,16,11->00,47.10042477751251,2286.8271338143845,nan
ui1_len30cm_loss1,rise,17,00->10,50.10044878330866,nan,nan
ui1_len30cm_loss1,fall,18,01->01,51.10041735962873,nan,nan
ui1_len30cm_loss1,rise,19,10->10,52.10044727845547,nan,nan
ui1_len30cm_loss1,fall,20,01->01,53.100419419186736,nan,nan
ui1_len30cm_loss1,rise,21,10->11,54.100446615883094,3607.5975719407156,nan
ui1_len30cm_loss1,fall,22,11->00,56.10042478234999,2291.929676854114,nan
ui1_len30cm_loss1,rise,23,00->10,61.100447886561334,nan,nan
ui1_len30cm_loss1,fall,24,01->01,62.10041740329467,nan,nan
ui1_len30cm_loss1,rise,25,10->11,63.10044748430289,3617.1389382015614,1261.1118803896006
ui1_len30cm_loss1,fall,26,11->00,67.10042585095354,2363.4542704945043,207.13517147042145
ui1_len30cm_loss1,rise,27,00->11,70.10044815879567,3621.3852436541197,939.2313441337074
ui1_len30cm_loss1,fall,28,11->01,73.1004255301453,2348.7975245966554,226.41145764750758
ui1_len30cm_loss1,rise,29,10->11,74.10044844816396,3641.787285703851,-2734.3614268680135
ui1_len30cm_loss1,fall,30,11->01,76.10042474793292,2289.894214205198,nan
ui1_len30cm_loss1,rise,31,10->11,77.10044418148003,641.7915523877815,nan
ui1_len30cm_loss1,fall,32,11->00,79.10042487202843,2287.7309482570245,nan
ui1_len30cm_loss1,rise,33,00->10,81.1004460546132,nan,nan
ui1_len30cm_loss1,fall,34,01->00,82.10041747677606,nan,nan
ui1_len30cm_loss1,rise,35,00->10,84.10044749426336,nan,nan
ui1_len30cm_loss1,fall,36,01->01,85.10041741651173,nan,nan
ui1_len30cm_loss1,rise,37,10->10,86.10044839646247,nan,nan
ui1_len30cm_loss1,fall,38,01->00,87.10041944559639,nan,nan
ui1_len30cm_loss1,rise,39,00->10,89.1004473324295,nan,nan
ui1_len30cm_loss1,fall,40,01->00,90.1004174050675,nan,nan
ui1_len30cm_loss1,rise,41,00->10,94.10044816629681,nan,nan
ui1_len30cm_loss1,fall,42,01->00,95.1004174011895,nan,nan
ui1_len30cm_loss1,rise,43,00->11,97.10044801454589,3641.765918066991,955.9851127861797
ui1_len30cm_loss1,fall,44,11->00,100.1004254632952,2347.0563301954185,221.2290331229812
ui1_len30cm_loss1,rise,45,00->10,102.10044617372287,nan,nan
ui1_len30cm_loss1,fall,46,01->01,103.10041747491954,nan,nan
ui1_len30cm_loss1,rise,47,10->11,104.10044830161102,3603.2609792739936,nan
ui1_len30cm_loss1,fall,48,11->01,106.10042485037664,2292.0465083069994,nan
ui1_len30cm_loss1,rise,49,10->10,107.10044430455912,603.2649763258962,nan
ui1_len30cm_loss1,fall,50,01->00,108.10042008656687,292.0512721167723,nan
ui1_len30cm_loss1,rise,51,00->10,111.10044793078774,nan,nan
ui1_len30cm_loss1,fall,52,01->00,112.10041740498589,nan,nan
ui1_len30cm_loss1,rise,53,00->11,115.10044823542549,3654.686289601532,nan
ui1_len30cm_loss1,fall,54,11->00,117.10042472346892,2289.705846360937,nan
ui1_len30cm_loss1,rise,55,00->11,119.10044632025287,3612.9840579429983,nan
ui1_len30cm_loss1,fall,56,11->01,121.10042469924282,2295.3730758501706,nan
ui1_len30cm_loss1,rise,57,10->10,122.10044391820334,612.9864599925272,nan
ui1_len30cm_loss1,fall,58,01->01,123.10042009876044,295.37767633254947,nan
ui1_len30cm_loss1,rise,59,10->10,124.10044713042541,nan,nan
ui1_len30cm_loss1,fall,60,01->01,125.10041986253549,nan,nan
ui1_len30cm_loss1,rise,61,10->10,126.10044605594513,nan,nan
ui1_len30cm_loss1,fall,62,01->00,127.10041995580762,nan,nan
ui1_len30cm_loss1,rise,63,00->11,134.10044796716417,3658.8244667970152,938.7262385588007
ui1_len30cm_loss1,fall,64,11->01,140.1004259271957,2368.364136724626,202.43652201251945
ui1_len30cm_loss1,rise,65,10->11,141.10044966621888,3608.8677093518018,1263.1394498977952
ui1_len30cm_loss1,fall,66,11->00,146.10042589719274,2367.3280716241625,204.51864083632154
ui1_len30cm_loss1,rise,67,00->11,148.10044609799107,3583.262154642048,989.7220226199172
ui1_len30cm_loss1,fall,68,11->01,152.1004258892734,2364.9338132133867,208.81311568226286
ui1_len30cm_loss1,rise,69,10->10,153.10044951714926,nan,nan
ui1_len30cm_loss1,fall,70,01->01,154.10042002825705,364.9396742297365,208.81311568226286
ui1_len30cm_loss1,rise,71,10->11,155.1004466332649,3543.618690475622,3240.2712738237537
ui1_len30cm_loss1,fall,72,11->00,158.10042553102514,2348.535428237515,230.32888107691673
ui1_len30cm_loss1,rise,73,00->11,162.10044786691824,3656.014271580641,nan
ui1_len30cm_loss1,fall,74,11->01,164.1004248142531,2288.324344553982,nan
ui1_len30cm_loss1,rise,75,10->11,165.10044409580377,656.0180426951342,3925.590063721362
ui1_len30cm_loss1,fall,76,11->01,168.1004254754603,2350.465332148787,228.3168606819322
ui1_len30cm_loss1,rise,77,10->10,169.10044782512432,nan,-2722.3104183627834
ui1_len30cm_loss1,fall,78,01->00,170.10042025189705,350.4705557120429,228.3168606819322
ui1_len30cm_loss1,rise,79,00->11,172.10044662684848,3596.1905625372406,nan
ui1_len30cm_loss1,fall,80,11->00,174.10042477748524,2286.8275122234354,nan
ui1_len30cm_loss1,rise,81,00->10,177.10044878200262,nan,nan
ui1_len30cm_loss1,fall,82,01->01,178.10041735963392,nan,nan
ui1_len30cm_loss1,rise,83,10->10,179.10044727856888,nan,nan
ui1_len30cm_loss1,fall,84,01->01,180.1004194191752,nan,nan
ui1_len30cm_loss1,rise,85,10->11,181.1004466160896,3607.5979234235224,nan
ui1_len30cm_loss1,fall,86,11->00,183.100424782364,2291.9299550224337,nan
ui1_len30cm_loss1,rise,87,00->10,188.10044788656487,nan,nan
ui1_len30cm_loss1,fall,88,01->01,189.1004174032945,nan,nan
ui1_len30cm_loss1,rise,89,10->11,190.10044748428894,3617.138971656213,1261.1120447853946
ui1_len30cm_loss1,fall,90,11->00,194.10042585095724,2363.45425862167,207.13515900061415
ui2_len10cm_loss5,fall,0,11->01,26.10042589640272,959.3357568237495,172.09978761406737
ui2_len10cm_loss5,rise,1,10->11,28.10044529531739,2267.5026544767334,1020.8451156940332
ui2_len10cm_loss5,fall,2,11->00,38.10042589605034,959.3321627360682,172.09423610714518
ui2_len10cm_loss5,rise,3,00->11,42.100448365397675,2280.0558901059544,930.5064756110164
ui2_len10cm_loss5,fall,4,11->01,50.10042590283448,959.2926452489429,172.11405331224685
ui2_len10cm_loss5,rise,5,10->10,52.100445298715336,2267.5701574610553,nan
ui2_len10cm_loss5,fall,6,01->01,54.10042459804228,883.6107291639364,nan
ui2_len10cm_loss5,rise,7,10->11,56.1004457768366,2265.552099068654,1005.9197228028335
ui2_len10cm_loss5,fall,8,11->00,62.10042590865032,958.762463177189,172.17535208370631
ui2_len10cm_loss5,rise,9,00->11,70.10044768633914,2280.019664202349,929.5763154130265
ui2_len10cm_loss5,fall,10,11->01,74.1004258109176,952.1120427496901,174.0676919199365
ui2_len10cm_loss5,rise,11,10->11,76.10044532853878,2267.475628202639,1019.768508180736
ui2_len10cm_loss5,fall,12,11->01,82.10042591130532,958.733195708471,172.22914123611991
ui2_len10cm_loss5,rise,13,10->10,84.10044529979618,2267.689861599427,nan
ui2_len10cm_loss5,fall,14,01->00,86.10042459904501,883.603800833215,nan
ui2_len10cm_loss5,rise,15,00->11,90.10044830017235,2280.2806166992395,930.8692880735344
ui2_len10cm_loss5,fall,16,11->00,94.10042582510954,952.164128826505,174.1277489250083
ui2_len10cm_loss5,rise,17,00->10,100.10044863109437,2279.543494416719,nan
ui2_len10cm_loss5,fall,18,01->01,102.10042464175746,884.8507493407955,nan
ui2_len10cm_loss5,rise,19,10->10,104.1004457694961,2265.0053704045886,nan
ui2_len10cm_loss5,fall,20,01->01,106.1004246064917,884.0645241491927,nan
ui2_len10cm_loss5,rise,21,10->11,108.1004457689473,2265.028342107472,1005.5591452065977
ui2_len10cm_loss5,fall,22,11->00,112.10042574478793,952.3195157298404,173.4248511166259
ui2_len10cm_loss5,rise,23,00->10,122.10044782710465,2279.8230063284855,nan
ui2_len10cm_loss5,fall,24,01->01,124.10042463507914,884.9187656324636,nan
ui2_len10cm_loss5,rise,25,10->11,126.10044576481593,2264.667995564261,1002.3160825021268
ui2_len10cm_loss5,fall,26,11->00,134.10042589192184,959.2732487647223,172.1731367563301
ui2_len10cm_loss5,rise,27,00->11,140.1004486631293,2279.4555769941844,928.2878955239711
ui2_len10cm_loss5,fall,28,11->01,146.10042588225423,958.7116621421052,172.25392635745146
ui2_len10cm_loss5,rise,29,10->11,148.1004452924074,2267.477157332386,1020.8560931167672
ui2_len10cm_loss5,fall,30,11->01,152.1004257421255,952.3392937821874,173.6358915695011
ui2_len10cm_loss5,rise,31,10->11,154.10044528493657,2267.6258793723678,1021.1058803149663
ui2_len10cm_loss5,fall,32,11->00,158.1004257429933,952.3408152502165,173.61155156379803
ui2_len10cm_loss5,rise,33,00->10,162.10044837093554,2280.175970196955,nan
ui2_len10cm_loss5,fall,34,01->00,164.10042463209922,885.032856184855,nan
ui2_len10cm_loss5,rise,35,00->10,168.1004483463463,2279.7731093874645,nan
ui2_len10cm_loss5,fall,36,01->01,170.10042463930466,885.0015146408882,nan
ui2_len10cm_loss5,rise,37,10->10,172.10044575276393,2265.139210751487,nan
ui2_len10cm_loss5,fall,38,01->00,174.1004246008776,884.0145635622486,nan
ui2_len10cm_loss5,rise,39,00->10,178.1004483120884,2280.374684908986,nan
ui2_len10cm_loss5,fall,40,01->00,180.10042463657956,884.9959332603779,nan
ui2_len10cm_loss5,rise,41,00->10,188.1004477324308,2279.9577350487534,nan
ui2_len10cm_loss5,fall,42,01->00,190.1004246323224,884.8984859326622,nan
ui2_len10cm_loss5,rise,43,00->11,194.1004483386812,2279.7944342887854,931.0980773817355
ui2_len10cm_loss5,fall,44,11->00,200.10042587647152,958.7011766594178,172.30947973880734
ui2_len10cm_loss5,rise,45,00->10,204.10044836865617,2280.1202815368933,nan
ui2_len10cm_loss5,fall,46,01->01,206.10042463021725,885.039614162421,nan
ui2_len10cm_loss5,rise,47,10->11,208.100445750289,2264.846359551402,1003.1709069030429
ui2_len10cm_loss5,fall,48,11->01,212.10042575023175,952.3183376551885,173.45539344891537
ui2_len10cm_loss5,rise,49,10->10,214.10044529251385,2267.5946473629697,nan
ui2_len10cm_loss5,fall,50,01->00,216.100424595009,883.6107489376758,nan
ui2_len10cm_loss5,rise,51,00->10,222.1004478170954,2280.0035449978086,nan
ui2_len10cm_loss5,fall,52,01->00,224.1004246426267,884.9397656198078,nan
ui2_len10cm_loss5,rise,53,00->11,230.10044867810674,2279.822857472715,928.3951550495633
ui2_len10cm_loss5,fall,54,11->00,234.10042580806552,952.1025474530311,174.09221706963797
ui2_len10cm_loss5,rise,55,00->11,238.10044835367916,2280.105415636978,930.8574947442494
ui2_len10cm_loss5,fall,56,11->01,242.10042582196314,952.1227265099924,174.22626903890406
ui2_len10cm_loss5,rise,57,10->10,244.1004453324898,2267.544917038279,nan
ui2_len10cm_loss5,fall,58,01->01,246.10042460702246,883.6425420427682,nan
ui2_len10cm_loss5,rise,59,10->10,248.10044577709337,2265.693954847986,nan
ui2_len10cm_loss5,fall,60,01->01,250.10042463304356,884.0356777926056,nan
ui2_len10cm_loss5,rise,61,10->10,252.10044577058645,2265.8956219625998,nan
ui2_len10cm_loss5,fall,62,01->00,254.1004246305016,884.0453867307336,nan
ui2_len10cm_loss5,rise,63,00->11,268.1004479918527,2279.808327751388,929.7955855802866
ui2_len10cm_loss5,fall,64,11->01,280.10042589673293,959.3371994472022,172.10051239212223
ui2_len10cm_loss5,rise,65,10->11,282.1004452951859,2267.5072080896207,1020.8529812965753
ui2_len10cm_loss5,fall,66,11->00,292.10042589603995,959.3322741227735,172.09407877624125
ui2_len10cm_loss5,rise,67,00->11,296.1004483653858,2280.0559913171537,930.5062474467309
ui2_len10cm_loss5,fall,68,11->01,304.1004259028317,959.2926458444136,172.11403037277483
ui2_len10cm_loss5,rise,69,10->10,306.1004452987158,2267.5701417727278,nan
ui2_len10cm_loss5,fall,70,01->01,308.1004245980419,883.6107253618636,nan
ui2_len10cm_loss5,rise,71,10->11,310.1004457768358,2265.552112003158,1005.9197421436396
ui2_len10cm_loss5,fall,72,11->00,316.10042590865015,958.7624625064449,172.1753511658667
ui2_len10cm_loss5,rise,73,00->11,324.100447686337,2280.019664463526,929.5763148839087
ui2_len10cm_loss5,fall,74,11->01,328.10042581091756,952.1120426680176,174.06769197627742
ui2_len10cm_loss5,rise,75,10->11,330.1004453285388,2267.475628187988,1019.7685083060043
ui2_len10cm_loss5,fall,76,11->01,336.1004259113053,958.733195724419,172.229141231223
